book_name,page_number,source_used,decision_reason,text
CAO - 1.pdf,151,pymupdf,pymupdf_scored_higher_than_marker,"2.9 Communicating with People
ASCII versus Binary Numbers
EXAMPLE
We could represent numbers as strings of ASCII digits instead of as integers.
How much does storage increase if the number 1 billion is represented in
ASCII versus a 32-bit integer?
One billion is 1,000,000,000, so it would take 10 ASCII digits, each 8 bits long.
Thus the storage expansion would be (10 × 8)/32 or 2.5. Beyond the expansion in storage, the hardware to add, subtract, multiply, and divide such decimal numbers is difficult and would consume more energy. Such difficulties explain why computing professionals are raised to believe that binary is natural and that the occasional decimal computer is bizarre.
ANSWER
A series of instructions can extract a byte from a word, so load register and store register are sufficient for transferring bytes as well as words. Because
of the popularity of text in some programs, however, RISC-V provides instructions to move bytes. Load byte unsigned (lbu) loads a byte from memory, placing it in the rightmost 8 bits of a register. Store byte (sb) takes a byte from the
rightmost 8 bits of a register and writes it to memory. Thus, we copy a byte with the sequence lbu x12, 0(x10) // Read byte from source sb x12, 0(x11) // Write byte to destination
Characters are normally combined into strings, which have a variable number
of characters. There are three choices for representing a string: (1) the first position
of the string is reserved to give the length of a string, (2) an accompanying variable
has the length of the string (as in a structure), or (3) the last position of a string is
indicated by a character used to mark the end of a string. C uses the third choice, terminating a string with a byte whose value is 0 (named null in ASCII). Thus, the string “Cal” is represented in C by the following 4 bytes, shown as decimal numbers: 67, 97, 108, and 0. (As we shall see, Java uses the first option.)"
CAO - 1.pdf,152,pdfplumber,pdfplumber_scored_higher_than_marker,"116 Chapter 2 Instructions: Language of the Computer
Compiling a String Copy Procedure, Showing How to Use C Strings
EXAMPLE
The procedure strcpy copies string y to string x using the null byte termination convention of C:
void strcpy (char x[], char y[]) size_t i;
i = 0;
while ((x[i] = y[i]) != ‘\\0’) /* copy & test byte */ i += 1;
What is the RISC-V assembly code?
Below is the basic RISC-V assembly code segment. Assume that base addresses for arrays x and y are found in x10 and x11, while i is in x19. strcpy adjusts
ANSWER the stack pointer and then saves the saved register x19 on the stack:
strcpy:
addi sp, sp, -4 // adjust stack for 1 more item sw x19, 0(sp) // save x19
To initialize i to 0, the next instruction sets x19 to 0 by adding 0 to 0 and placing that sum in x19:
add x19, x0, x0 // i = 0+0
This is the beginning of the loop. The address of y[i] is first formed by adding i to y[]:
L1: add x5, x19, x11 // address of y[i] in x5
Note that we don’t have to multiply i by 4 since y is an array of bytes and not of words, as in prior examples.
Load byte (lb) sign extends the byte while load byte unsigned (lbu) zero extends it. To load the character in y[i], we use load byte unsigned, which puts the character into x6:
lbu x6, 0(x5) // x6 = y[i]"
CAO - 1.pdf,153,pymupdf,pymupdf_scored_higher_than_marker,"2.9 Communicating with People
A similar address calculation puts the address of x[i] in x7, and then the character in x6 is stored at that address.
add x7, x19, x10
// address of x[i] in x7 sb x6, 0(x7) // x[i] = y[i]
Next, we exit the loop if the character was 0. That is, we exit if it is the last character of the string:
beq x6, x0, L2
If not, we increment i and loop back:
addi x19, x19, 1
// i = i + 1 jal x0, L1 // go to L1
If we don’t loop back, it was the last character of the string; we restore x19 and the stack pointer, and then return.
L2: lw x19, 0(sp)
// restore old x19 addi sp, sp, 4 // pop 1 word off stack jalr x0, 0(x1)
// return
String copies usually use pointers instead of arrays in C to avoid the operations on i in the code above. See Section 2.14 for an explanation of arrays versus pointers.
Since the procedure strcpy above is a leaf procedure, the compiler could allocate i to a temporary register and avoid saving and restoring x19. Hence,
instead of thinking of these registers as being just for temporaries, we can think of
them as registers that the callee should use whenever convenient. When a compiler
finds a leaf procedure, it exhausts all temporary registers before using registers it must save.
Characters and Strings in Java
Unicode is a universal encoding of the alphabets of most human languages. Figure
2.16 gives a list of Unicode alphabets; there are almost as many alphabets in Unicode
as there are useful symbols in ASCII. To be more inclusive, Java uses Unicode for characters. By default, it uses 16 bits to represent a character."
CAO - 1.pdf,154,pdfplumber,pdfplumber_scored_higher_than_marker,"118 Chapter 2 Instructions: Language of the Computer
Latin Malayalam Tagbanwa General Punctuation
Greek Sinhala Khmer Spacing Modifier Letters
Cyrillic Thai Mongolian Currency Symbols
Armenian Lao Limbu Combining Diacritical Marks
Hebrew Tibetan Tai Le Combining Marks for Symbols
Arabic Myanmar Kangxi Radicals Superscripts and Subscripts
Syriac Georgian Hiragana Number Forms
Thaana Hangul Jamo Katakana Mathematical Operators
Devanagari Ethiopic Bopomofo Mathematical Alphanumeric Symbols
Bengali Cherokee Kanbun Braille Patterns
Gurmukhi Unified Canadian Shavian Optical Character Recognition
Aboriginal Syllabic
Gujarati Ogham Osmanya Byzantine Musical Symbols
Oriya Runic Cypriot Syllabary Musical Symbols
Tamil Tagalog Tai Xuan Jing Symbols Arrows
Telugu Hanunoo Yijing Hexagram Symbols Box Drawing
Kannada Buhid Aegean Numbers Geometric Shapes
FIGURE 2.16 Example alphabets in Unicode. Unicode version 4.0 has more than 160 “blocks,” which
is their name for a collection of symbols. Each block is a multiple of 16. For example, Greek starts at 0370 , and hex
Cyrillic at 0400 . The first three columns show 48 blocks that correspond to human languages in roughly Unicode hex
numerical order. The last column has 16 blocks that are multilingual and are not in order. A 16-bit encoding,
called UTF-16, is the default. A variable-length encoding, called UTF-8, keeps the ASCII subset as eight bits and
uses 16 or 32 bits for the other characters. UTF-32 uses 32 bits per character. New Unicode versions are released
every June, with version 13.0 in 2020. Versions 9.0 to 13.0 added various Emojis, while earlier versions added new
language blocks and hieroglyphs. The total is almost 150,000 characters. To learn more, see www.unicode.org.
The RISC-V instruction set has explicit instructions to load and store such 16-
bit quantities, called halfwords. Load half unsigned loads a halfword from memory,
placing it in the rightmost 16 bits of a register, filling the leftmost 16 bits with
zeros. Like load byte, load half (lh) treats the halfword as a signed number and
thus sign-extends to fill the 16 leftmost bits of the register. Store half (sh) takes a
halfword from the rightmost 16 bits of a register and writes it to memory. We copy a halfword with the sequence lhu x19, 0(x10) // Read halfword (16 bits) from source sh x19, 0(x11) // Write halfword (16 bits) to dest
Strings are a standard Java class with special built-in support and predefined
methods for concatenation, comparison, and conversion. Unlike C, Java includes a word that gives the length of the string, similar to Java arrays.
Elaboration: RISC-V software is required to keep the stack aligned to “quadword”
(16 byte) addresses to get better performance. This convention means that a char
variable allocated on the stack may occupy as much as 16 bytes, even though it needs
less. However, a C string variable or an array of bytes will pack 16 bytes per quadword, and a Java string variable or array of shorts packs 8 halfwords per quadword."
CAO - 1.pdf,155,vision_latex,vision_latex::markdown_contains_figure_placeholder,"\\section{2.9 Communicating with People}
\\subsection*{Elaboration:} Reflecting the international nature of the web, most web pages today use Unicode instead of ASCII. Hence, Unicode may be even more popular than ASCII today.

\\textbf{Check Yourself}

\\begin{enumerate}
    \\item A string in C takes about half the memory as the same string in Java.
    \\item Strings are just an informal name for single-dimension arrays of characters in C and Java.
    \\item Strings in C and Java use null (0) to mark the end of a string.
    \\item Operations on strings, like length, are faster in C than in Java.
\\end{enumerate}

\\textbf{II.} Which type of variable that can contain $1,000,000,000_{\\text{ten}}$ takes the most memory space?

\\begin{enumerate}
    \\item \\texttt{int} in C
    \\item \\texttt{string} in C
    \\item \\texttt{string} in Java
\\end{enumerate}

\\textbf{The BIG Picture}

Newcomers to computing are surprised that the type of the data is not encoded inside the data but instead in the \\textit{program} that operates on that data.

As an analogy, what does the word ``won'' mean? You can't answer that question without knowing the context, specifically the language it is supposed to be in. Here are four alternatives:

\\begin{enumerate}
    \\item In English, it is the verb that is the past tense of win.
    \\item In Korean, it is a noun that is the monetary unit of South Korea.
    \\item In Polish, it is an adjective that means nice-smelling.
    \\item In Russian, it is an adjective that means stinks.
\\end{enumerate}

A binary number can also represent several types of data. For example, the 32-bit pattern $01100010\\ 01100001\\ 01010000\\ 00000000$ could represent:

\\begin{enumerate}
    \\item $1,650,544,640$ if the program treats it as an unsigned integer.
    \\item $+1,650,544,640$ if the program treats it as a signed integer.
    \\item ``baP'' if the program treats it as a null-terminated ASCII string.
    \\item The color dark blue if the program treats the bit pattern as a mixture of the four base colors cyan, magenta, yellow, and black of the Pantone color-matching system.
\\end{enumerate}"
CAO - 1.pdf,156,pymupdf,pymupdf_scored_higher_than_marker,"Chapter 2 Instructions: Language of the Computer
The Big Picture on page 94 reminds us that instructions are also represented as numbers, so the bit pattern could represent the MIPS machine language instruction that corresponds to the assembly language instruction multiply (see
Chapter 3):
mult $t2, $s3, $at
If you accidentally give a word-processing program an image, it will try to interpret it as text and you will see bizarre images on the screen. You will get into similar problems if you give text data to a graphics display program. This unrestricted behavior is why file systems have a naming convention of the suffix giving the type of file (e.g., .jpg, .pdf, or .txt) to enable the program to check for mismatches by file name to reduce the occurrence of such embarrassing scenarios.
2.10
RISC-V Addressing for Wide Immediates and Addresses
Although keeping all RISC-V instructions 32 bits long simplifies the hardware,
there are times where it would be convenient to have 32-bit or larger constants or
addresses. This section starts with the general solution for large constants, and then shows the optimizations for instruction addresses used in branches.
Wide Immediate Operands
Although constants are frequently short and fit into the 12-bit fields, sometimes they are bigger.
The RISC-V instruction set includes the instruction Load upper immediate
(lui) to load a 20-bit constant into bits 12 through 31 of a register. The rightmost
12 bits are filled with zeros. This instruction allows, for example, a 32-bit constant
to be created with two instructions. lui uses a new instruction format, U-type, as the other formats cannot accommodate such a large constant.
EXAMPLE
Loading a 32-Bit Constant
What is the RISC-V assembly code to load this 32-bit constant into register x19?"
CAO - 1.pdf,157,marker,marker_better_or_equal,"ANSWER
First, we would load bits 12 through 31 with that bit pattern, which is 976 in decimal, using lui:
``` lui x19, 976 // 976decimal = 0000 0000 0011 1101 0000
```
The value of register x19 afterward is:
```
00000000 00111101 00000000 00000000
```
The next step is to add in the lowest 12 bits, whose decimal value is 1280:
``` addi x19, x19, 1280 // 1280decimal = 00000101 00000000
```
The final value in register x19 is the desired value:
```
00000000 00111101 00000101 00000000
```
Elaboration: In the previous example, bit 11 of the constant was 0. If bit 11 had been set, there would have been an additional complication: the 12-bit immediate is sign-extended, so the addend would have been negative. This means that in addition to adding in the rightmost 11 bits of the constant, we would have also subtracted 212. To compensate for this error, it suffices to add 1 to the constant loaded with lui, since the lui constant is scaled by 212.
Either the compiler or the assembler must break large constants into pieces and then reassemble them into a register. As you might expect, the immediate field's size restriction may be a problem for memory addresses in loads and stores as well as for constants in immediate instructions.
Hence, the symbolic representation of the RISC-V machine language is no longer limited by the hardware, but by whatever the creator of an assembler chooses to include (see Section 2.12). We stick close to the hardware to explain the architecture of the computer, noting when we use the enhanced language of the assembler that is not found in the processor.
## Addressing in Branches
The RISC-V branch instructions use an RISC-V instruction format with a 12-bit immediate. This format can represent branch addresses from −4096 to 4094, in multiples of 2. For reasons revealed shortly, it is only possible to branch to even addresses. The SB-type format consists of a 7-bit opcode, a 3-bit function code, two 5-bit register operands (rs1 and rs2), and a 12-bit address immediate. The address uses an unusual encoding, which simplifies datapath design but complicates assembly. The instruction
Hardware/ Software Interface"
CAO - 1.pdf,158,pymupdf,pymupdf_scored_higher_than_marker,"Chapter 2 Instructions: Language of the Computer
could be assembled into the S format (it’s actually a bit more complicated, as we will see in Section 4.4):
imm[12:6] rs2 rs1 funct3 imm[5:1] opcode
where the opcode for conditional branches is 1100111two and bne’s funct3 code is
001two.
The unconditional jump-and-link instruction (jal) uses an instruction format with a 12-bit immediate. This instruction consists of a 7-bit opcode, a 5-bit
destination register operand (rd), and a 20-bit address immediate. The link address, which is the address of the instruction following the jal, is written to rd.
Like the SB-type format, the UJ-type format’s address operand uses an unusual immediate encoding, and it cannot encode odd addresses. So, jal x0, 2000 // go to location 2000ten = 0111 1101 0000
could be assembled into the U format (Section 4.4 will show the actual format for jal):
imm[20:1] opcode
If addresses of the program had to fit in this 20-bit field, it would mean that no
program could be bigger than 220, which is far too small to be a realistic option today. An alternative would be to specify a register that would always be added
to the branch offset, so that a branch instruction would calculate the following:
Program counter
Register
Branch offset
This sum allows the program to be as large as 232 and still be able to use
conditional branches, solving the branch address size problem. Then the question is, which register?
The answer comes from seeing how conditional branches are used. Conditional branches are found in loops and in if statements, so they tend to branch to a nearby instruction. For example, about half of all conditional branches in SPEC benchmarks go to locations less than 16 instructions away. Since the program
counter (PC) contains the address of the current instruction, we can branch within
±210 words of the current instruction, or jump within ±218 words of the current
instruction, if we use the PC as the register to be added to the address. Almost all
loops and if statements are smaller than 210 words, so the PC is the ideal choice.
This form of branch addressing is called PC-relative addressing.
PC-relative addressing An addressing regime in which the address is the sum of the program counter (PC) and a constant in the instruction."
CAO - 1.pdf,159,pymupdf,pymupdf_scored_higher_than_marker,"2.10 RISC-V Addressing for Wide Immediates and Addresses
Like most recent computers, RISC-V uses PC-relative addressing for both conditional branches and unconditional jumps, because the destination of these
instructions is likely to be close to the branch. On the other hand, procedure calls may require jumping more than 218 words away, since there is no guarantee that
the callee is close to the caller. Hence, RISC-V allows very long jumps to any 32-
bit address with a two-instruction sequence: lui writes bits 12 through 31 of the
address to a temporary register, and jalr adds the lower 12 bits of the address to the temporary register and jumps to the sum.
Since RISC-V instructions are 4 bytes long, the RISC-V branch instructions could
have been designed to stretch their reach by having the PC-relative address refer to
the number of words between the branch and the target instruction, rather than the
number of bytes. However, the RISC-V architects wanted to support the possibility of
instructions that are only 2 bytes long, so the branch instructions represent the number
of halfwords between the branch and the branch target. Thus, the 20-bit address field
in the jal instruction can encode a distance of ±219 halfwords, or ±1 MiB from the
current PC. Similarly, the 12-bit field in the conditional branch instructions is also a halfword address, meaning that it represents a 13-bit byte address.
EXAMPLE
Showing Branch Offset in Machine Language
The while loop on page 100 was compiled into this RISC-V assembler code:
Loop:slli x10, x22, 2 // Temp reg x10 = i * 4 add x10, x10, x25
// x10 = address of save[i] x9, 0(x10)
// Temp reg x9 = save[i] bne x9, x24, Exit
// go to Exit if save[i] != k addi x22, x22, 1
// i = i + 1 beq x0, x0, Loop
// go to Loop
Exit:
If we assume we place the loop starting at location 80000 in memory, what is the RISC-V machine code for this loop?
ANSWER
The assembled instructions and their addresses are:
Address
Instruction"
CAO - 1.pdf,160,pymupdf,pymupdf_scored_higher_than_marker,"Chapter 2 Instructions: Language of the Computer
Remember that RISC-V instructions have byte addresses, so addresses of sequential words differ by 4. The bne instruction on the fourth line adds
3 words or 12 bytes to the address of the instruction, specifying the branch destination relative to the branch instruction (12 + 80012) and not using the
full destination address (80024). The branch instruction on the last line does a similar calculation for a backwards branch (−20 + 80020), corresponding to the label Loop.
Elaboration: In Chapters 2 and 3, we pretend that branches and jumps use S and
U formats for pedagogical reasons. Conditional branch and unconditional jumps use
formats match the lengths and functions of the fields in the S and U types—called
SB and UJ—but the bits are swirled around. The rationale for SB and UJ makes more
sense once you understand hardware, as Chapter 4 explains. SB and UJ simplify the
hardware but give the assembler (and your author) a little more to do. Figures 4.17 and 4.18 show the hardware savings.
Hardware/
Most conditional branches are to a nearby location, but occasionally they branch far away,
farther than can be represented in the 12-bit address in the conditional branch instruction.
The assembler comes to the rescue just as it did with large addresses or constants: it
inserts an unconditional branch to the branch target, and inverts the condition so that the conditional branch decides whether to skip the unconditional branch.
Software
Interface
EXAMPLE
Branching Far Away
Given a branch on register x10 being equal to zero, beq x10, x0, L1
replace it by a pair of instructions that offers a much greater branching distance.
These instructions replace the short-address conditional branch:
ANSWER bne x10, x0, L2 jal x0, L1
L2:"
CAO - 1.pdf,161,vision_latex,vision_latex::markdown_contains_figure_placeholder,"\\subsection{RISC-V Addressing for Wide Immediates and Addresses}
\\label{sec:riscv-addressing}

\\begin{figure}[htbp]
\\centering
\\includegraphics[width=\\textwidth]{_page_0_Figure_2.jpeg}
\\caption{Illustration of four RISC-V addressing modes. The operands are shaded in color. The operand of mode 3 is in memory, whereas the operand for mode 2 is a register. Note that versions of load and store access bytes, halfwords, words. For mode 1, the operand is part of the instruction itself. Mode 4 addresses instructions in memory, with mode 4 adding a long address to the PC. Note that a single operation can use more than one addressing mode. Add, for example, uses both immediate (\\texttt{addi}) and register (\\texttt{add}) addressing.}
\\label{fig:riscv-addressing-modes}
\\end{figure}

\\subsubsection{RISC-V Addressing Mode Summary}
Multiple forms of addressing are generically called \\textbf{addressing modes}. Figure \\ref{fig:riscv-addressing-modes} shows how operands are identified for each addressing mode. The addressing modes of the RISC-V instructions are the following:

\\begin{enumerate}
    \\item \\textit{Immediate addressing}, where the operand is a constant within the instruction itself.
    \\item \\textit{Register addressing}, where the operand is a register.
    \\item \\textit{Base} or \\textit{displacement addressing}, where the operand is at the memory location whose address is the sum of a register and a constant in the instruction.
    \\item \\textit{PC-relative addressing}, where the branch address is the sum of the PC and a constant in the instruction.
\\end{enumerate}

\\textbf{addressing mode} One of several addressing regimes delimited by their varied use of operands and/or addresses."
CAO - 1.pdf,162,pymupdf,pymupdf_scored_higher_than_marker,"Chapter 2 Instructions: Language of the Computer
FIGURE 2.18 RISC-V instruction encoding. All instructions have an opcode field, and all formats
except U-type use the funct3 field. R-type instructions use the funct7 field, and immediate shifts (slli, srli, srai) use the funct6 field.
Decoding Machine Language
Sometimes you are forced to reverse-engineer machine language to create the original
assembly language. One example is when looking at “core dump.” Figure 2.18 shows the RISC-V encoding of the opcodes for the RISC-V machine language. This figure helps when translating by hand between assembly language and machine language."
CAO - 1.pdf,163,pymupdf,pymupdf_scored_higher_than_marker,"2.10 RISC-V Addressing for Wide Immediates and Addresses
EXAMPLE
Decoding Machine Code
What is the assembly language statement corresponding to this machine instruction?
00578833hex
ANSWER
The first step is converting hexadecimal to binary:
0000 0000 0101 0111 1000 1000 0011 0011
To know how to interpret the bits, we need to determine the instruction format, and to do that we first need to determine the opcode. The opcode is the rightmost 7 bits, or 0110011. Searching Figure 2.20 for this value, we see that the opcode corresponds to the R-type arithmetic instructions. Thus, we can parse the binary format into fields listed in Figure 2.21:
funct7 rs2 rs1 funct3 opcode
We decode the rest of the instruction by looking at the field values. The funct7 and funct3 fields are both zero, indicating the instruction is add. The
decimal values for the register operands are 5 for the rs2 field, 15 for rs1, and 16 for rd. These numbers represent registers x5, x15, and x16. Now we can reveal the assembly instruction:
add x16, x15, x5
Figure 2.19 shows all the RISC-V instruction formats. Figure 2.1 on pages 70–71 shows the RISC-V assembly language revealed in this chapter. The next chapter
covers RISC-V instructions for multiply, divide, and arithmetic for real numbers.
FIGURE 2.19 Four RISC-V instruction formats. Figure 4.14.6 reveals the missing RISC-V formats for conditional branch (SB) and
unconditional jumps (UJ), whose formats match the lengths of the fields in the S and U types, but the bits are swirled around. The rationale
for SB and UJ makes more sense once you have an understanding of hardware given in Chapter 4, as SB and UJ simplify the hardware but give the assembler a little more to do."
CAO - 1.pdf,164,vision_latex,vision_latex::markdown_contains_figure_placeholder,"\\section{Check Yourself}

\\begin{enumerate}
    \\item What is the range of byte addresses for conditional branches in RISC-V ($K = 1024$)?
    \\begin{enumerate}
        \\item Addresses between $0$ and $4K - 1$
        \\item Addresses between $0$ and $8K - 1$
        \\item Addresses up to about $2K$ before the branch to about $2K$ after
        \\item Addresses up to about $4K$ before the branch to about $4K$ after
    \\end{enumerate}
    \\item What is the range of byte addresses for the jump-and-link instruction in RISC-V ($M = 1024K$)?
    \\begin{enumerate}
        \\item Addresses between $0$ and $512K - 1$
        \\item Addresses between $0$ and $1M - 1$
        \\item Addresses up to about $512K$ before the branch to about $512K$ after
        \\item Addresses up to about $1M$ before the branch to about $1M$ after
    \\end{enumerate}
\\end{enumerate}

\\subsection{Parallelism and Instructions: Synchronization}

\\textbf{data race} Two memory accesses form a data race if they are from different threads to the same location, at least one is a write, and they occur one after another.

Parallel execution is easier when tasks are independent, but often they need to cooperate. Cooperation usually means some tasks are writing new values that others must read. To know when a task is finished writing so that it is safe for another to read, the tasks need to synchronize. If they don't synchronize, there is a danger of a \\textbf{data race}, where the results of the program can change depending on how events happen to occur.

For example, recall the analogy of the eight reporters writing a story on pages 44--45 of Chapter 1. Suppose one reporter needs to read all the prior sections before writing a conclusion. Hence, he or she must know when the other reporters have finished their sections, so that there is no danger of sections being changed afterwards. That is, they had better synchronize the writing and reading of each section so that the conclusion will be consistent with what is printed in the prior sections.

In computing, synchronization mechanisms are typically built with user-level software routines that rely on hardware-supplied synchronization instructions. In this section, we focus on the implementation of \\textit{lock} and \\textit{unlock} synchronization operations. Lock and unlock can be used straightforwardly to create regions where only a single processor can operate, called a \\textit{mutual exclusion}, as well as to implement more complex synchronization mechanisms.

The critical ability we require to implement synchronization in a multiprocessor is a set of hardware primitives with the ability to \\textit{atomically} read and modify a memory location. That is, nothing else can interpose itself between the read and the write of the memory location. Without such a capability, the cost of building basic synchronization primitives will be high and will increase unreasonably as the processor count increases."
CAO - 1.pdf,165,pymupdf,pymupdf_scored_higher_than_marker,"2.11 Parallelism and Instructions: Synchronization
There are a number of alternative formulations of the basic hardware primitives,
all of which provide the ability to atomically read and modify a location, together
with some way to tell if the read and write were performed atomically. In general,
architects do not expect users to employ the basic hardware primitives, but instead expect system programmers will use the primitives to build a synchronization library, a process that is often complex and tricky.
Let’s start with one such hardware primitive and show how it can be used to build a basic synchronization primitive. One typical operation for building synchronization operations is the atomic exchange or atomic swap, which inter- changes a value in a register for a value in memory.
To see how to use this to build a basic synchronization primitive, assume that
we want to build a simple lock where the value 0 is used to indicate that the lock
is free and 1 is used to indicate that the lock is unavailable. A processor tries to set
the lock by doing an exchange of 1, which is in a register, with the memory address corresponding to the lock. The value returned from the exchange instruction is
1 (unavailable) if some other processor had already claimed access, and 0 (free)
otherwise. In the latter case, the value is also changed to 1 (unavailable), preventing any competing exchange in another processor from also retrieving a 0 (free).
For example, consider two processors that each try to do the exchange
simultaneously: this race is prevented, since exactly one of the processors will
perform the exchange first, returning 0 (free), and the second processor will return
1 (unavailable) when it does the exchange. The key to using the exchange primitive to implement synchronization is that the operation is atomic: the exchange is indivisible, and two simultaneous exchanges will be ordered by the hardware. It
is impossible for two processors trying to set the synchronization variable in this manner to both think they have simultaneously set the variable.
Implementing a single atomic memory operation introduces some challenges in
the design of the processor, since it requires both a memory read and a write in a single, uninterruptible instruction.
An alternative is to have a pair of instructions in which the second instruction
returns a value showing whether the pair of instructions was executed as if the pair
was atomic. The pair of instructions is effectively atomic if it appears as if all other
operations executed by any processor occurred before or after the pair. Thus, when
an instruction pair is effectively atomic, no other processor can change the value between the pair of instructions.
In RISC-V this pair of instructions includes a special load called a load-reserved word
(lr.w) and a special store called a store-conditional word (sc.w). These instructions
are used in sequence: if the contents of the memory location specified by the load-
reserved are changed before the store-conditional to the same address occurs, then the
store-conditional fails and does not write the value to memory. The store-conditional
is defined to both store the value of a (presumably different) register in memory and to
change the value of another register to a 0 if it succeeds and to a nonzero value if it fails.
Thus, sc.w specifies three registers: one to hold the address, one to indicate whether
the atomic operation failed or succeeded, and one to hold the value to be stored in
memory if it succeeded. Since the load-reserved returns the initial value, and the"
CAO - 1.pdf,166,pdfplumber,pdfplumber_scored_higher_than_marker,"130 Chapter 2 Instructions: Language of the Computer
store-conditional returns 0 only if it succeeds, the following sequence implements an atomic exchange on the memory location specified by the contents of x20:
again:lr.w x10, (x20) // load-reserved sc.w x11, x23, (x20) // store-conditional bne x11, x0, again // branch if store fails (0) addi x23, x10, 0 // put loaded value in x23
Any time a processor intervenes and modifies the value in memory between the lr.w and sc.w instructions, the sc.w writes a nonzero value into x11, causing
the code sequence to try again. At the end of this sequence, the contents of x23 and the memory location specified by x20 have been atomically exchanged.
Elaboration: Although it was presented for multiprocessor synchronization, atomic
exchange is also useful for the operating system in dealing with multiple processes
in a single processor. To make sure nothing interferes in a single processor, the store-
conditional also fails if the processor does a context switch between the two instructions
(see Chapter 5).
Elaboration: An advantage of the load-reserved/store-conditional mechanism is that it
can be used to build other synchronization primitives, such as atomic compare and swap
or atomic fetch-and-increment, which are used in some parallel programming models.
These involve more instructions between the lr.w and the sc.w, but not too many.
Since the store-conditional will fail after either another attempted store to the load
reservation address or any exception, care must be taken in choosing which instructions
are inserted between the two instructions. In particular, only integer arithmetic, forward
branches, and backward branches out of the load-reserved/store-conditional block can
safely be permitted; otherwise, it is possible to create deadlock situations where the
processor can never complete the sc.w because of repeated page faults. In addition,
the number of instructions between the load-reserved and the store-conditional should
be small to minimize the probability that either an unrelated event or a competing processor causes the store-conditional to fail frequently.
Elaboration: While the code above implemented an atomic exchange, the following
code would more efficiently acquire a lock at the location in register x20, where the value of 0 means the lock was free and 1 to mean lock was acquired:
addi x12, x0, 1 // copy locked value again: lr.w x10, (x20) // load-reserved to read lock bne x10, x0, again // check if it is 0 yet sc.w x11, x12, (x20) // attempt to store new value bne x11, x0, again // branch if store fails
We release the lock just using a regular store to write 0 into the location:
sw 0(x20) // free lock by writing 0"
CAO - 1.pdf,167,vision_latex,vision_latex::markdown_contains_figure_placeholder,"When do you use primitives like load-reserved and store-conditional?

\\subsection*{Check Yourself}
\\begin{enumerate}
    \\item When cooperating threads of a parallel program need to synchronize to get proper behavior for reading and writing shared data.
    \\item When cooperating processes on a uniprocessor need to synchronize for reading and writing shared data.
\\end{enumerate}

\\section*{2.12 Translating and Starting a Program}

This section describes the four steps in transforming a C program into a file in nonvolatile storage (disk or flash memory) into a program running on a computer. Figure~\\ref{fig:translation-hierarchy} shows the translation hierarchy. Some systems combine these steps to reduce translation time, but programs go through these four logical phases. This section follows this translation hierarchy.

\\begin{figure}[htbp]
    \\centering
    \\includegraphics[width=0.8\\textwidth]{_page_0_Figure_9.jpeg}
    \\caption{A translation hierarchy for C. A high-level language program is first compiled into an assembly language program and then assembled into an object module in machine language. The linker combines multiple modules with library routines to resolve all references. The loader then places the machine code into the proper memory locations for execution by the processor. To speed up the translation process, some steps are skipped or combined. Some compilers produce object modules directly, and some systems use linking loaders that perform the last two steps. To identify the type of file, UNIX follows a suffix convention for files: C source files are named \\texttt{x.c}, assembly files are \\texttt{x.s}, object files are named \\texttt{x.o}, statically linked library routines are \\texttt{x.a}, dynamically linked library routes are \\texttt{x.so}, and executable files by default are called \\texttt{a.out}. MS-DOS uses the suffixes \\texttt{.C}, \\texttt{.ASM}, \\texttt{.OBJ}, \\texttt{.LIB}, \\texttt{.DLL}, and \\texttt{.EXE} to the same effect.}
    \\label{fig:translation-hierarchy}
\\end{figure}"
CAO - 1.pdf,168,pymupdf,pymupdf_scored_higher_than_marker,"Chapter 2 Instructions: Language of the Computer
Compiler
The compiler transforms the C program into an assembly language program, a symbolic
form of what the machine understands. High-level language programs take many fewer
lines of code than assembly language, so programmer productivity is much higher.
In 1975, many operating systems and assemblers were written in assembly language because memories were small and compilers were inefficient. The million-fold increase in memory capacity per single DRAM chip has reduced program size concerns, and optimizing compilers today can produce assembly language programs nearly as well as an assembly language expert, and sometimes even better for large programs.
assembly language A symbolic language that can be translated into binary machine language.
Assembler
Since assembly language is an interface to higher-level software, the assembler can also treat common variations of machine language instructions as if they were instructions in their own right. The hardware need not implement these
instructions; however, their appearance in assembly language simplifies translation and programming. Such instructions are called pseudoinstructions.
pseudoinstruction A common variation of assembly language instructions often treated as if it were an instruction in its own right.
As mentioned above, the RISC-V hardware makes sure that register x0 always
has the value 0. That is, whenever register x0 is used, it supplies a 0, and if the
programmer attempts to change the value in x0, the new value is simply discarded.
Register x0 is used to create the assembly language instruction that copies the contents of one register to another. Thus, the RISC-V assembler accepts the
following instruction even though it is not found in the RISC-V machine language:
li x9, 123 // load immediate value 123 into register x9
The assembler converts this assembly language instruction into the machine language equivalent of the following instruction:
addi x9, x0, 123 // register x9 gets register x0 + 123
The RISC-V assembler also converts mv (move) into an addi instruction. Thus mv x10, x11 // register x10 gets register x11 becomes addi x10, x11, 0 // register x10 gets register x11 + 0
The assembler also accepts j Label to unconditionally branch to a label, as a stand-in for jal x0, Label. It also converts branches to faraway locations into a branch and a jump. As mentioned above, the RISC-V assembler allows large
constants to be loaded into a register despite the limited size of the immediate instructions. Thus, the load immediate (li) pseudoinstruction introduced above"
